URL,Version,Status,OIDs,Name,Title,Descriptino,Used
http://hl7.org/fhir/v3/ActCode,2016-11-11,active,"2.16.840.1.113883.5.4",v3 Code System ActCode,null," A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","ConceptMap/NHGTable14-to-ActEncounterCode,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.15.1.1--20171231000000,ConceptMap/ContactTypeCodelijst-to-ActEncounterCode,ValueSet/v3-ActCode,ValueSet/v3-ActEncounterCode"
http://hl7.org/fhir/v3/ActPriority,2016-11-11,active,"2.16.840.1.113883.5.7",v3 Code System ActPriority,null," A set of codes (e.g., for routine, emergency), specifying the urgency under which the Act happened, can happen, is happening, is intended to happen, or is requested/demanded to happen.","ValueSet/v3-ActPriority"
http://hl7.org/fhir/v3/ActReason,2016-11-11,active,"2.16.840.1.113883.5.8",v3 Code System ActReason,null," A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.  Examples:  Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/no-immunization-reason,ValueSet/v3-PurposeOfUse,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.9.13.3--20171231000000"
http://hl7.org/fhir/v3/ActSite,2016-11-11,active,"2.16.840.1.113883.5.1052",v3 Code System ActSite,null," An anatomical location on an organism which can be the focus of an act.","ValueSet/immunization-site"
http://hl7.org/fhir/v3/ActStatus,2016-11-11,active,"2.16.840.1.113883.5.14",v3 Code System ActStatus,null," Codes representing the defined possible states of an Act, as defined by the Act class state machine.","ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.16.1.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.8.2.3--20171231000000,ConceptMap/AllergieStatusCodelijst-to-allergy-status"
http://hl7.org/fhir/v3/AddressUse,2016-11-11,active,"2.16.840.1.113883.5.1119",v3 Code System AddressUse,null," Codes that provide guidance around the circumstances in which a given address should be used.","ValueSet/postal-address-use,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.20.6.3--20171231000000,ConceptMap/AdresSoortCodelijst-to-AddressType,ConceptMap/AdresSoortCodelijst-to-AddressUse,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.20.6.2--20171231000000,ConceptMap/TelecomSoortCodelijst-to-ContactPointSystem,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.20.5.3--20171231000000,ConceptMap/EmailSoortCodelijst-to-ContactPointSystem,ConceptMap/NummerSoortCodelijst-to-ContactPointUse,ConceptMap/EmailSoortCodelijst-to-ContactPointUse,ConceptMap/TelecomSoortCodelijst-to-ContactPointUse,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.20.6.1--20171231000000"
http://hl7.org/fhir/v3/AdministrativeGender,2016-11-11,active,"2.16.840.1.113883.5.1",v3 Code System AdministrativeGender,null," The gender of a person used for adminstrative purposes (as opposed to clinical gender)","ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.0.1.1--20171231000000,ConceptMap/GeslachtCodelijst-to-AdministrativeGender"
http://hl7.org/fhir/v3/Confidentiality,2016-11-11,active,"2.16.840.1.113883.5.25",v3 Code System Confidentiality,null," A set of codes specifying the security classification of acts and roles in accordance with the definition for concept domain ""Confidentiality"".","ValueSet/v3-ConfidentialityClassification"
http://hl7.org/fhir/v3/EncounterSpecialCourtesy,2016-11-11,active,"2.16.840.1.113883.5.40",v3 Code System EncounterSpecialCourtesy,null,"**** MISSING DEFINITIONS ****","ValueSet/encounter-special-courtesy"
http://hl7.org/fhir/v3/EntityNamePartQualifier,2016-11-11,active,"2.16.840.1.113883.5.43",v3 Code System EntityNamePartQualifier,null,"  OpenIssue:  Needs description","ValueSet/name-part-qualifier"
http://hl7.org/fhir/v3/EntityNamePartQualifierR2,2016-11-11,active,"2.16.840.1.113883.5.1122",v3 Code System EntityNamePartQualifierR2,null,"  Description:  The qualifier is a set of codes each of which specifies a certain subcategory of the name part in addition to the main name part type. For example, a given name may be flagged as a nickname, a family name may be a pseudonym or a name of public records.","ValueSet/name-part-qualifier"
http://hl7.org/fhir/v3/GTSAbbreviation,2016-11-11,active,"2.16.840.1.113883.5.1022",v3 Code System GTSAbbreviation,null,"**** MISSING DEFINITIONS ****","ValueSet/timing-abbreviation"
http://hl7.org/fhir/v3/LanguageAbilityMode,2016-11-11,active,"2.16.840.1.113883.5.60",v3 Code System LanguageAbilityMode,null," A value representing the method of expression of the language.  Example:  Expressed spoken, expressed written, expressed signed, received spoken, received written, received signed.  OpenIssue:  Description copied from Concept Domain of same name.  Must be verified.","ValueSet/v3-LanguageAbilityMode"
http://hl7.org/fhir/v3/LanguageAbilityProficiency,2016-11-11,active,"2.16.840.1.113883.5.61",v3 Code System LanguageAbilityProficiency,null," A value representing the level of proficiency in a language.  Example:  Excellent, good, fair, poor.  OpenIssue:  Description copied from Concept Domain of same name.  Must be verified.","ValueSet/v3-LanguageAbilityProficiency"
http://hl7.org/fhir/v3/MaritalStatus,2016-11-11,active,"2.16.840.1.113883.5.2",v3 Code System MaritalStatus,null," * * * No description supplied * * *  Open Issue:  The specific meanings of these codes can vary somewhat by jurisdiction and implementation so caution should be used when determining equivalency.","ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.9.1--20171231000000"
http://hl7.org/fhir/v3/NullFlavor,2016-11-11,active,"2.16.840.1.113883.5.1008",v3 Code System NullFlavor,null," A collection of codes specifying why a valid value is not present.","ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.0.1.1--20171231000000,ConceptMap/NHGTable14-to-ActEncounterCode,ValueSet/name-assembly-order,ValueSet/2.16.840.1.113883.2.4.3.11.60.103.11.3--20110902000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.15.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.19.3.1--20171231000000,ConceptMap/VerificatieStatusCodelijst-to-ConditionVerificationStatus,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.14.3.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.16.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.5.1.4--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.10.2.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.5.2.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.9.11.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.9.13.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.2.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.4.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.5.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.8.2.5--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.8.2.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.20.77.11.9--20160407000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.5.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.4.14.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.15.1.2--20171231000000,ConceptMap/NaamgebruikCodelijst-to-HumanNameAssemblyOrder,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.8.3.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.10.3.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.13.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.19.2.5--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.20.77.11.21--20181218104051,ConceptMap/GeslachtCodelijst-to-AdministrativeGender,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.15.1.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.20.77.11.37--20181218104254,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.4.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.3.1.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.2.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.19.2.4--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.15.1.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.9.12.4--20171231000000,ConceptMap/ContactTypeCodelijst-to-ActEncounterCode,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.4.16.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.3.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.9.6.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.2.1.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.17.1.5--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.2.1.4--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.5.4--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.4.2--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.20.4.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.7.8.1--20171231000000,ConceptMap/AllergieCategorieCodelijst-to-allergy-intolerance-category,ValueSet/encounter-special-courtesy,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.10.2.1--20171231000000"
http://hl7.org/fhir/v3/ParticipationFunction,2016-11-11,active,"2.16.840.1.113883.5.88",v3 Code System ParticipationFunction,null," This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","ValueSet/security-role-type"
http://hl7.org/fhir/v3/ParticipationType,2016-11-11,active,"2.16.840.1.113883.5.90",v3 Code System ParticipationType,null,"**** MISSING DEFINITIONS ****","ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.17.1.5--20171231000000,ValueSet/security-role-type,ValueSet/encounter-participant-type"
http://hl7.org/fhir/v3/RoleClass,2016-11-11,active,"2.16.840.1.113883.5.110",v3 Code System RoleClass,null," Codes for the Role class hierarchy.  The values in this hierarchy, represent a Role which is an association or relationship between two entities - the entity that plays the role and the entity that scopes the role.  Roles names are derived from the name of the playing entity in that role. The role hierarchy stems from three core concepts, or abstract domains:    RoleClassOntological  is an abstract domain that collects roles in which the playing entity is defined or specified by the scoping entity.   RoleClassPartitive  collects roles in which the playing entity is in some sense a ""part"" of the scoping entity.   RoleClassAssociative  collects all of the remaining forms of association between the playing entity and the scoping entity. This set of roles is further partitioned between:    RoleClassPassive  which are roles in which the playing entity is used, known, treated, handled, built, or destroyed, etc. under the auspices of the scoping entity. The playing entity is passive in these roles in that the role exists without an agreement from the playing entity.   RoleClassMutualRelationship  which are relationships based on mutual behavior of the two entities. The basis of these relationship may be formal agreements or they may bede facto  behavior.  Thus, this sub-domain is further divided into:    RoleClassRelationshipFormal  in which the relationship is formally defined, frequently by a contract or agreement.   Personal relationship  which inks two people in a personal relationship. The hierarchy discussed above is represented In the current vocabulary tables as a set of abstract domains, with the exception of the  ""Personal relationship"" which is a leaf concept.  OpenIssue:  Description copied from Concept Domain of same name.  Must be verified.","ValueSet/security-role-type"
http://hl7.org/fhir/v3/RoleCode,2016-11-11,active,"2.16.840.1.113883.5.111",v3 Code System RoleCode,null," A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/security-role-type,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.3.1.1--20171231000000,ValueSet/v3-ServiceDeliveryLocationRoleType"
http://hl7.org/fhir/v3/RouteOfAdministration,2016-11-11,active,"2.16.840.1.113883.5.112",v3 Code System RouteOfAdministration,null," The path the administered medication takes to get into the body or into contact with the body.","ValueSet/enteral-route,ValueSet/immunization-route"
http://hl7.org/fhir/v3/TimingEvent,2016-11-11,active,"2.16.840.1.113883.5.139",v3 Code System TimingEvent,null,"**** MISSING DEFINITIONS ****","ValueSet/event-timing,ValueSet/v3-TimingEvent"
http://hl7.org/fhir/vaccination-protocol-dose-status,3.0.2,draft,"2.16.840.1.113883.4.642.1.289",Vaccination Protocol Dose Status codes,null,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the validity of a dose relative to a particular recommended schedule. This value set is provided as a suggestive example.","ValueSet/vaccination-protocol-dose-status"
http://hl7.org/fhir/vaccination-protocol-dose-status-reason,3.0.2,draft,"2.16.840.1.113883.4.642.1.291",Vaccination Protocol Dose Status Reason codes,null,"The value set to instantiate this attribute should be drawn from a terminologically robust code system that consists of or contains concepts to support describing the reason why an administered dose has been assigned a particular status. Often, this reason describes why a dose is considered invalid. This value set is provided as a suggestive example.","ValueSet/vaccination-protocol-dose-status-reason"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/c80-doc-typecodes,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.13.1.3--20171231000000,ValueSet/consent-content-code,ValueSet/2.16.840.1.113883.2.4.3.11.60.53.11.1--20190813000000,ValueSet/doc-typecodes,ValueSet/observation-vitalsignresult,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.16.3--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.13.1.5--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.8.3.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.16.5--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.16.2--20171231000000,ValueSet/observation-codes,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.16.1--20171231000000,ValueSet/2.16.840.1.113883.2.4.3.11.60.40.2.12.16.4--20171231000000,ValueSet/c80-doc-classcodes,ValueSet/doc-classcodes,ValueSet/consent-category"
